"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 27 16:21:35 GMT 2023","Thu Jul 27 16:21:43 GMT 2023","7071","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testNewestBuildsButton","testNewestBuildsButton",""
"passed","Thu Jul 27 16:22:54 GMT 2023","Thu Jul 27 16:22:54 GMT 2023","572","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"broken","Thu Jul 27 16:10:21 GMT 2023","Thu Jul 27 16:10:21 GMT 2023","4","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","beforeMethod","beforeMethod",""
"passed","Thu Jul 27 16:15:34 GMT 2023","Thu Jul 27 16:15:35 GMT 2023","593","Surefire suite","Surefire test","tests.BuildHistoryTest","tests.BuildHistoryTest","testIconLegendExist","testIconLegendExist","Verify that the 'Icon Legend' exist on the 'Build History' page"
"passed","Thu Jul 27 16:22:29 GMT 2023","Thu Jul 27 16:22:31 GMT 2023","1887","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateMultibranchPipelineWithExistingName","testCreateMultibranchPipelineWithExistingName","Check if multibranch pipeline can be created with name, that is a name of already existing project"
"passed","Thu Jul 27 16:13:58 GMT 2023","Thu Jul 27 16:14:01 GMT 2023","2857","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Thu Jul 27 16:20:02 GMT 2023","Thu Jul 27 16:20:05 GMT 2023","3640","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testMoveFolderInFolder","testMoveFolderInFolder","Verify that the folder can be moved into another folder"
"passed","Thu Jul 27 16:23:08 GMT 2023","Thu Jul 27 16:23:08 GMT 2023","620","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"skipped","Thu Jul 27 16:10:21 GMT 2023","Thu Jul 27 16:10:21 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView",""
"passed","Thu Jul 27 16:23:51 GMT 2023","Thu Jul 27 16:23:51 GMT 2023","2","Surefire suite","Surefire test","runner.order.OrderForTestsTest","runner.order.OrderForTestsTest","orderMethodsCycleDepTest","orderMethodsCycleDepTest",""
"passed","Thu Jul 27 16:18:42 GMT 2023","Thu Jul 27 16:18:43 GMT 2023","1706","Surefire suite","Surefire test","tests.MultibranchPipelineTest","tests.MultibranchPipelineTest","testDisableMultiBranchPipeline","testDisableMultiBranchPipeline","Verify that the 'Multibranch Pipeline' can be disable"
"skipped","Thu Jul 27 16:12:06 GMT 2023","Thu Jul 27 16:12:06 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testDownstreamProjectNameLeadsToCorrectUpstreamProjectStatusPage","testDownstreamProjectNameLeadsToCorrectUpstreamProjectStatusPage","Check if the Downstream project name link on the Status page leads to the correct Upstream project Status Page"
"passed","Thu Jul 27 16:22:58 GMT 2023","Thu Jul 27 16:22:59 GMT 2023","611","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Thu Jul 27 16:22:37 GMT 2023","Thu Jul 27 16:22:39 GMT 2023","1933","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewFreestyleProjectWithLongNameFrom256Characters","testCreateNewFreestyleProjectWithLongNameFrom256Characters","Check if a new freestyle project with name from 256 characters can be created"
"skipped","Thu Jul 27 16:10:21 GMT 2023","Thu Jul 27 16:10:21 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView",""
"passed","Thu Jul 27 16:20:26 GMT 2023","Thu Jul 27 16:20:28 GMT 2023","2830","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testFindMultiConfigurationProject","testFindMultiConfigurationProject",""
"passed","Thu Jul 27 16:21:02 GMT 2023","Thu Jul 27 16:21:03 GMT 2023","445","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectEnableCheckIconProjectName","testMultiConfigurationProjectEnableCheckIconProjectName",""
"skipped","Thu Jul 27 16:10:21 GMT 2023","Thu Jul 27 16:10:21 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testUnsavedChangesJavascriptAlert","testUnsavedChangesJavascriptAlert",""
"passed","Thu Jul 27 16:18:31 GMT 2023","Thu Jul 27 16:18:33 GMT 2023","2235","Surefire suite","Surefire test","tests.MultibranchPipelineTest","tests.MultibranchPipelineTest","testAddDisplayName","testAddDisplayName","The 'Display name' can be added to the Multibranch Pipeline"
"skipped","Thu Jul 27 16:10:21 GMT 2023","Thu Jul 27 16:10:21 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testListViewSideMenu","testListViewSideMenu",""
"passed","Thu Jul 27 16:21:14 GMT 2023","Thu Jul 27 16:21:17 GMT 2023","2488","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectRenameToInvalidNameViaSideMenu","testMultiConfigurationProjectRenameToInvalidNameViaSideMenu",""
"skipped","Thu Jul 27 16:12:06 GMT 2023","Thu Jul 27 16:12:06 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"skipped","Thu Jul 27 16:10:21 GMT 2023","Thu Jul 27 16:10:21 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testCreateViews","testCreateViews","Verify that Multibranch Pipeline contains expected Views : Global View, List View, My View"
"passed","Thu Jul 27 16:20:16 GMT 2023","Thu Jul 27 16:20:18 GMT 2023","2103","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testRenameFolderFromDropDownMenuConfigure","testRenameFolderFromDropDownMenuConfigure","Verify that the name of the folder can be changed through 'Configure' dropdown menu"
"passed","Thu Jul 27 16:23:38 GMT 2023","Thu Jul 27 16:23:39 GMT 2023","1106","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreatePipelineAssertOnBreadcrumbs","testCreatePipelineAssertOnBreadcrumbs","Verify if pipeline project can be created and assert it on breadcrumbs menu"
"skipped","Thu Jul 27 16:12:06 GMT 2023","Thu Jul 27 16:12:06 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"skipped","Thu Jul 27 16:10:21 GMT 2023","Thu Jul 27 16:10:21 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testIllegalCharacterRenameView","testIllegalCharacterRenameView",""
"passed","Thu Jul 27 16:22:46 GMT 2023","Thu Jul 27 16:22:47 GMT 2023","386","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"skipped","Thu Jul 27 16:12:06 GMT 2023","Thu Jul 27 16:12:06 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testBuildProjectWithDiscardOldBuildsMaxLimit","testBuildProjectWithDiscardOldBuildsMaxLimit","Check if the project 'Build History' section on the side menu saves and displays exactly the same amount of builds as configured by the 'Discard Old Builds' option in the Configuration page"
"passed","Thu Jul 27 16:15:43 GMT 2023","Thu Jul 27 16:15:55 GMT 2023","12559","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testChangeDefaultView","testChangeDefaultView","Change default view on 'Jenkins Configure System' page and verify that Default view is changed on the dashboard"
"passed","Thu Jul 27 16:09:06 GMT 2023","Thu Jul 27 16:09:09 GMT 2023","2724","Surefire suite","Surefire test","tests.PeoplePageTest","tests.PeoplePageTest","testCreateUserGoingFromPeoplePage","testCreateUserGoingFromPeoplePage","Verify that new user was created going from 'People' page"
"passed","Thu Jul 27 16:23:50 GMT 2023","Thu Jul 27 16:23:51 GMT 2023","1235","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testOrgFolderEmptyNameError","testOrgFolderEmptyNameError","Verify that organization folder can be created with empty name"
"passed","Thu Jul 27 16:22:27 GMT 2023","Thu Jul 27 16:22:28 GMT 2023","939","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateMultibranchPipelineInvalidName","testCreateMultibranchPipelineInvalidName","Check if multibranch pipeline can be created with unsafe characters in name"
"passed","Thu Jul 27 16:14:25 GMT 2023","Thu Jul 27 16:14:37 GMT 2023","12551","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testWarningMessageIsDisappeared","testWarningMessageIsDisappeared","Verify if the warning message disappears when 'Name' field of 'Maven section' is filled in and 'Apply' button is clicked"
"passed","Thu Jul 27 16:12:18 GMT 2023","Thu Jul 27 16:12:24 GMT 2023","6011","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testBuildNewPipelineSuccess","testBuildNewPipelineSuccess","Verify pipeline status is 'Success' if build with sample 'Hello World'"
"passed","Thu Jul 27 16:16:35 GMT 2023","Thu Jul 27 16:16:37 GMT 2023","2262","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Thu Jul 27 16:08:52 GMT 2023","Thu Jul 27 16:08:56 GMT 2023","3869","Surefire suite","Surefire test","tests.PeoplePageTest","tests.PeoplePageTest","testFindUserInThePeopleSection","testFindUserInThePeopleSection","Locate a newly created user within the 'People' section"
"passed","Thu Jul 27 16:18:51 GMT 2023","Thu Jul 27 16:18:53 GMT 2023","1754","Surefire suite","Surefire test","tests.MultibranchPipelineTest","tests.MultibranchPipelineTest","testMoveMenuOptionIsNotAvailable","testMoveMenuOptionIsNotAvailable","Verify that the 'Move' button isn't available in the side menu for Multibranch Pipeline if the folder isn't present"
"passed","Thu Jul 27 16:19:29 GMT 2023","Thu Jul 27 16:19:32 GMT 2023","3195","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testCreateFreestyleProjectInFolderByNewItemDropDownInCrambMenu","testCreateFreestyleProjectInFolderByNewItemDropDownInCrambMenu","Confirm that the created folder includes the newly created Freestyle Project"
"passed","Thu Jul 27 16:13:12 GMT 2023","Thu Jul 27 16:13:15 GMT 2023","2674","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Thu Jul 27 16:15:23 GMT 2023","Thu Jul 27 16:15:23 GMT 2023","663","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testUserDropdownMenuToOpenBuildsUserPage","testUserDropdownMenuToOpenBuildsUserPage","Verify if 'Builds' link in the User dropdown menu leads to the expected page named as 'Builds for admin'"
"passed","Thu Jul 27 16:14:59 GMT 2023","Thu Jul 27 16:15:03 GMT 2023","4126","Surefire suite","Surefire test","tests.OrganizationFolderTest","tests.OrganizationFolderTest","testMoveOrgFolderToFolder","testMoveOrgFolderToFolder","The Organization folder can be moved to folder"
"passed","Thu Jul 27 16:16:48 GMT 2023","Thu Jul 27 16:16:50 GMT 2023","2061","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"skipped","Thu Jul 27 16:12:06 GMT 2023","Thu Jul 27 16:12:06 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Thu Jul 27 16:20:58 GMT 2023","Thu Jul 27 16:20:59 GMT 2023","706","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testEnableMultiConfigurationProject","testEnableMultiConfigurationProject",""
"passed","Thu Jul 27 16:20:06 GMT 2023","Thu Jul 27 16:20:10 GMT 2023","3769","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testMoveFolderInFolderFromDropdownMenuMoveButton","testMoveFolderInFolderFromDropdownMenuMoveButton","Verify that the folder can be moved into another folder from dropdown menu"
"passed","Thu Jul 27 16:10:28 GMT 2023","Thu Jul 27 16:10:28 GMT 2023","535","Surefire suite","Surefire test","tests.UserProfileTest","tests.UserProfileTest","testUserProfilePreviewDescription","testUserProfilePreviewDescription","Verify if description text is the same as expected after clicking 'Preview' link on the Status User Page"
"passed","Thu Jul 27 16:15:03 GMT 2023","Thu Jul 27 16:15:04 GMT 2023","929","Surefire suite","Surefire test","tests.OrganizationFolderTest","tests.OrganizationFolderTest","testMoveOrgFolderToDashboard","testMoveOrgFolderToDashboard","The Organization folder can be moved from folder to dashboard"
"passed","Thu Jul 27 16:22:08 GMT 2023","Thu Jul 27 16:22:08 GMT 2023","536","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCheckNavigationToNewItemPage","testCheckNavigationToNewItemPage","Check if 'New Item' button on side menu navigates to NewItemPage"
"skipped","Thu Jul 27 16:12:06 GMT 2023","Thu Jul 27 16:12:06 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testBuildGitProjectWithBuildStepsMavenClean","testBuildGitProjectWithBuildStepsMavenClean","Verify if 'target' folder disappears from the 'Workspace' page when Build Steps goal: 'clean' is set. Thus confirming that 'clean' command is succeed. Project sourced from GitHub using Maven."
"passed","Thu Jul 27 16:23:51 GMT 2023","Thu Jul 27 16:23:51 GMT 2023","0","Surefire suite","Surefire test","runner.order.OrderForTestsTest","runner.order.OrderForTestsTest","orderMethodsTwoDifferentGroupsDepTest","orderMethodsTwoDifferentGroupsDepTest",""
"passed","Thu Jul 27 16:20:48 GMT 2023","Thu Jul 27 16:20:50 GMT 2023","2018","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectDelete","testMultiConfigurationProjectDelete",""
"passed","Thu Jul 27 16:18:18 GMT 2023","Thu Jul 27 16:18:18 GMT 2023","494","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testNewFullNameAfterReLogging","testNewFullNameAfterReLogging","Verify that the user, after logging out of the session, in which changing of the FullName have been made, is able to see the 'new FullName' in the header when logging in again"
"passed","Thu Jul 27 16:16:27 GMT 2023","Thu Jul 27 16:16:31 GMT 2023","4003","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithExistName","testCreateUserWithExistName","Try to create user with exist name and verify that error message 'User name is already taken' appeared"
"passed","Thu Jul 27 16:13:19 GMT 2023","Thu Jul 27 16:13:22 GMT 2023","2815","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"skipped","Thu Jul 27 16:10:21 GMT 2023","Thu Jul 27 16:10:21 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testListViewChangeColumnOrder","testListViewChangeColumnOrder",""
"passed","Thu Jul 27 16:21:07 GMT 2023","Thu Jul 27 16:21:10 GMT 2023","2237","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectRenameProjectViaDropDownMenu","testMultiConfigurationProjectRenameProjectViaDropDownMenu",""
"passed","Thu Jul 27 16:17:42 GMT 2023","Thu Jul 27 16:17:45 GMT 2023","3544","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testDeleteUserGoingFromStatusUserPage","testDeleteUserGoingFromStatusUserPage","Delete user by 'Delete' on the side menu on the 'Status user' page and verify that deleted user is not displayed on the 'People' page"
"passed","Thu Jul 27 16:17:06 GMT 2023","Thu Jul 27 16:17:08 GMT 2023","2187","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Thu Jul 27 16:16:54 GMT 2023","Thu Jul 27 16:16:56 GMT 2023","1842","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"skipped","Thu Jul 27 16:10:21 GMT 2023","Thu Jul 27 16:10:21 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testCreateListViewWithAddSettings","testCreateListViewWithAddSettings","Verify that created List Views contains added settings "
"passed","Thu Jul 27 16:17:10 GMT 2023","Thu Jul 27 16:17:12 GMT 2023","1888","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Thu Jul 27 16:19:06 GMT 2023","Thu Jul 27 16:19:07 GMT 2023","1673","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testAddFolderDescription","testAddFolderDescription","Ensure the ability to add a description to an existing folder through the field 'Description'"
"passed","Thu Jul 27 16:20:19 GMT 2023","Thu Jul 27 16:20:21 GMT 2023","2219","Surefire suite","Surefire test","tests.FolderTest","tests.FolderTest","testRenameFolderFromDropDownMenuRename","testRenameFolderFromDropDownMenuRename","Verify that the name of the folder can be changed using the option 'Rename' dropdown menu"
"skipped","Thu Jul 27 16:10:21 GMT 2023","Thu Jul 27 16:10:21 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testLettersSMLClickableMyViews","testLettersSMLClickableMyViews",""
"skipped","Thu Jul 27 16:10:21 GMT 2023","Thu Jul 27 16:10:21 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testListViewAddNewColumn","testListViewAddNewColumn",""
"passed","Thu Jul 27 16:17:33 GMT 2023","Thu Jul 27 16:17:36 GMT 2023","3416","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testDeleteUserGoingFromBuildsUserPage","testDeleteUserGoingFromBuildsUserPage","Delete user by 'Delete' on the side menu on the 'Builds user' page and verify that deleted user is not displayed on the 'People' page"
"skipped","Thu Jul 27 16:10:21 GMT 2023","Thu Jul 27 16:10:21 GMT 2023","0","Surefire suite","Surefire test","tests.ViewsTest","tests.ViewsTest","testEditViewAddDescription","testEditViewAddDescription",""
"passed","Thu Jul 27 16:20:45 GMT 2023","Thu Jul 27 16:20:47 GMT 2023","1260","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectsRunJobInBuildHistory","testMultiConfigurationProjectsRunJobInBuildHistory",""
"passed","Thu Jul 27 16:12:26 GMT 2023","Thu Jul 27 16:12:43 GMT 2023","17047","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testConfigureProjectToBeBuiltAfterBuildingOtherProject","testConfigureProjectToBeBuiltAfterBuildingOtherProject","Configure project to be automatically built after successful building of the other project"
"skipped","Thu Jul 27 16:12:06 GMT 2023","Thu Jul 27 16:12:06 GMT 2023","1","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Thu Jul 27 16:12:16 GMT 2023","Thu Jul 27 16:12:18 GMT 2023","2433","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testBuildNewPipeline","testBuildNewPipeline","Verify last Success text is 'N/A' if build with sample 'Hello World'"
"passed","Thu Jul 27 16:23:36 GMT 2023","Thu Jul 27 16:23:37 GMT 2023","1718","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreatePipelineAssertInsideJob","testCreatePipelineAssertInsideJob","Verify that pipeline project can be created and assert it on job page"
"skipped","Thu Jul 27 16:12:06 GMT 2023","Thu Jul 27 16:12:06 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Thu Jul 27 16:13:43 GMT 2023","Thu Jul 27 16:13:46 GMT 2023","2687","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Thu Jul 27 16:22:40 GMT 2023","Thu Jul 27 16:22:42 GMT 2023","1987","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemFromOtherNonExistingName","testCreateNewItemFromOtherNonExistingName","Check if pipeline can be created from another project using not existing name"
"passed","Thu Jul 27 16:20:56 GMT 2023","Thu Jul 27 16:20:58 GMT 2023","2289","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectDisableCheckIconDashboardPage","testMultiConfigurationProjectDisableCheckIconDashboardPage","Check if multi-configuration project can be disabled"
"skipped","Thu Jul 27 16:12:06 GMT 2023","Thu Jul 27 16:12:06 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testRenameFreestyleProjectToIncorrectViaSideMenu","testRenameFreestyleProjectToIncorrectViaSideMenu","Verify if error message arrears and contains expected text when attempting to rename an existing project with invalid data"
"passed","Thu Jul 27 16:16:57 GMT 2023","Thu Jul 27 16:16:59 GMT 2023","2061","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"passed","Thu Jul 27 16:14:47 GMT 2023","Thu Jul 27 16:14:50 GMT 2023","3061","Surefire suite","Surefire test","tests.OrganizationFolderTest","tests.OrganizationFolderTest","testConfigureOrganizationFolderWithDescription","testConfigureOrganizationFolderWithDescription","The 'Description' can be added to the Organization Folder"
"passed","Thu Jul 27 16:10:37 GMT 2023","Thu Jul 27 16:10:38 GMT 2023","581","Surefire suite","Surefire test","tests.FooterComponentTest","tests.FooterComponentTest","testFooterRestApiClickOnXmlApiDisplayXML","testFooterRestApiClickOnXmlApiDisplayXML","Verification of getting an example XML-schema"
"passed","Thu Jul 27 16:12:54 GMT 2023","Thu Jul 27 16:12:55 GMT 2023","796","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testEditPipelineDescription","testEditPipelineDescription","Verify the description for Pipeline project on the Pipeline page is displayed if edit description"
"passed","Thu Jul 27 16:15:24 GMT 2023","Thu Jul 27 16:15:25 GMT 2023","1013","Surefire suite","Surefire test","tests.HeaderComponentTest","tests.HeaderComponentTest","testUserDropdownMenuToOpenConfigureUserPage","testUserDropdownMenuToOpenConfigureUserPage","Verify if 'Configure' link in the User dropdown menu leads to the expected page that contains 'Add new Token' section"
"passed","Thu Jul 27 16:13:39 GMT 2023","Thu Jul 27 16:13:42 GMT 2023","2766","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Thu Jul 27 16:21:23 GMT 2023","Thu Jul 27 16:21:34 GMT 2023","11084","Surefire suite","Surefire test","tests.MultiConfigurationProjectTest","tests.MultiConfigurationProjectTest","testMultiConfigurationProjectWithBuildStepCheckBuildSuccess","testMultiConfigurationProjectWithBuildStepCheckBuildSuccess",""
"passed","Thu Jul 27 16:13:54 GMT 2023","Thu Jul 27 16:13:57 GMT 2023","2581","Surefire suite","Surefire test","tests.PipelineTest","tests.PipelineTest","testRenamePipelineUsingSpecialCharacter","testRenamePipelineUsingSpecialCharacter","Verify 'Error' page is displayed and '‘<spChar>’ is an unsafe character' error message is displayed if rename pipeline using special character"
"passed","Thu Jul 27 16:16:45 GMT 2023","Thu Jul 27 16:16:47 GMT 2023","2153","Surefire suite","Surefire test","tests.ManageJenkinsTest","tests.ManageJenkinsTest","testCreateUserWithIncorrectCharactersInName","testCreateUserWithIncorrectCharactersInName","Try to create user with invalid characters in name and verify that error message 'User name must only contain alphanumeric characters, underscore and dash' appeared"
"skipped","Thu Jul 27 16:12:06 GMT 2023","Thu Jul 27 16:12:06 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testBuildStepsOptions","testBuildStepsOptions","Verify if all expected options are displayed in the 'Add build steps' dropdown of the 'Build Steps' section"
"passed","Thu Jul 27 16:22:31 GMT 2023","Thu Jul 27 16:22:33 GMT 2023","1602","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewFreestyleProject","testCreateNewFreestyleProject","Check if a new freestyle project can be created"
"passed","Thu Jul 27 16:23:09 GMT 2023","Thu Jul 27 16:23:10 GMT 2023","367","Surefire suite","Surefire test","tests.NewItemTest","tests.NewItemTest","testCreateNewItemWithSpecialCharacterName","testCreateNewItemWithSpecialCharacterName","Verify that creating NewItem with special characters is not possible"
"passed","Thu Jul 27 16:10:24 GMT 2023","Thu Jul 27 16:10:25 GMT 2023","678","Surefire suite","Surefire test","tests.UserProfileTest","tests.UserProfileTest","testUserProfileEditDescription","testUserProfileEditDescription","Verify if description text has been changed on the Status User Page"
"skipped","Thu Jul 27 16:12:06 GMT 2023","Thu Jul 27 16:12:06 GMT 2023","0","Surefire suite","Surefire test","tests.FreestyleProjectTest","tests.FreestyleProjectTest","testBuildProjectWithBuildOtherProjectOption","testBuildProjectWithBuildOtherProjectOption","Verify if the Downstream project is built automatically directly upon the Upstream project is built.Stream is set using 'Build other project' option is in 'Post-Build Actions' section of the Configuration Page"
